ATS_CODE,BORO,BORONUM,LOC_CODE,ADDRESS,STATE_CODE,ZIP,City,DBN,Dist,MS,Borough,CSD,Total Stud,Students T,Percent of,Total St_1,Percent _1,Fewer than,Fewer th_1,Gifted and,HS Program,Citywide,result_num,status,formatted_,place_id,location_t,latlong
,,,K722,790 East New York Avenue,NY,"11203",Brooklyn,17K722,"17",NEW HEIGHTS MIDDLE SCHOOL (17K722),Brooklyn,D17,"94","12","12.8",0-5,NA,"0","1",No,No,No,"0",OK,"790 E New York Ave, Brooklyn, NY 11203, USA",ChIJM-MHgX1bwokRiwT04MbmXAs,ROOFTOP,"40.6620182,-73.9362577"
,,,K763,5404 Tilden Avenue,NY,"11203",Brooklyn,18K763,"18",BROOKLYN SCIENCE AND ENGINEERING ACADEMY (18K763),Brooklyn,D18,"115","31","27",0-5,NA,"0","1",No,No,No,"0",OK,"5404 Tilden Ave, Brooklyn, NY 11203, USA",ChIJZRjECphcwokR8Oua-P564Yw,ROOFTOP,"40.6479192,-73.92546519999999"
,,,K422,1065 Elton Street,NY,"11208",Brooklyn,19K422,"19",SPRING CREEK COMMUNITY SCHOOL (19K422),Brooklyn,D19,"67",0-5,NA,0-5,NA,"1","1",No,No,No,"0",OK,"1065 Elton St, Brooklyn, NY 11239, USA",ChIJh_QvHQldwokRn45k4RKeLHQ,ROOFTOP,"40.6572453,-73.8740662"
,,,K654,800 Van Siclen Ave,NY,"11207",Brooklyn,19K654,"19",VAN SICLEN COMMUNITY MIDDLE SCHOOL (19K654),Brooklyn,D19,"105",0-5,NA,0-5,NA,"1","1",No,No,No,"0",OK,"800 Van Siclen Ave, Brooklyn, NY 11207, USA",ChIJDQlvVgBdwokRLM2MWOV9BEM,ROOFTOP,"40.6598585,-73.8855966"
,,,K661,350 Linwood Street,NY,"11208",Brooklyn,19K661,"19",VISTA ACADEMY (19K661),Brooklyn,D19,"153","21","13.7",0-5,NA,"0","1",No,No,No,"0",OK,"350 Linwood St, Brooklyn, NY 11208, USA",ChIJV0NlCLRdwokR1C5W0QmzhnY,ROOFTOP,"40.6771191,-73.8838969"
,,,K662,350 Linwood Street,NY,"11208",Brooklyn,19K662,"19",LIBERTY AVENUE MIDDLE SCHOOL (19K662),Brooklyn,D19,"162","22","13.6",0-5,NA,"0","1",No,No,No,"0",OK,"350 Linwood St, Brooklyn, NY 11208, USA",ChIJV0NlCLRdwokR1C5W0QmzhnY,ROOFTOP,"40.6771191,-73.8838969"
,,,K663,574 Dumont Avenue,NY,"11207",Brooklyn,19K663,"19",SCHOOL OF THE FUTURE BROOKLYN (19K663),Brooklyn,D19,"54",0-5,NA,0-5,NA,"1","1",No,No,No,"0",OK,"574 Dumont Ave, Brooklyn, NY 11207, USA",ChIJPbnjTFZcwokRKECsMYpgYeI,ROOFTOP,"40.6655954,-73.8976315"
,,,K760,528 Ridgewood Avenue,NY,"11208",Brooklyn,19K760,"19",HIGHLAND PARK COMMUNITY SCHOOL (19K760),Brooklyn,D19,"102","20","19.6",0-5,NA,"0","1",No,No,No,"0",OK,"528 Ridgewood Ave, Brooklyn, NY 11208, USA",ChIJY8afucNdwokRyo8OyrBXMt0,ROOFTOP,"40.6858609,-73.8693804"
,,,K907,590 Sheffield Avenue,NY,"11207",Brooklyn,19K907,"19",LEGACY SCHOOL OF THE ARTS (19K907),Brooklyn,D19,"43","6","14",0-5,NA,"0","1",No,No,No,"0",OK,"590 Sheffield Ave, Brooklyn, NY 11207, USA",ChIJcYa5Sv9cwokRiGshtTrL9t4,ROOFTOP,"40.6622521,-73.8947836"
,,,K890,21 Hinckley Place,NY,"11218",Brooklyn,22K890,"22",M.S. 890 (22K890),Brooklyn,D22,"95","32","33.7",0-5,NA,"0","1",No,No,No,"0",OK,"21 Hinckley Pl, Brooklyn, NY 11218, USA",ChIJGzQKADBbwokRXLVU-Ny4BSs,ROOFTOP,"40.6445569,-73.97133769999999"
,,,K363,85 Watkins Street,NY,"11212",Brooklyn,23K363,"23",BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL (23K363),Brooklyn,D23,"93","8","8.6",0-5,NA,"0","1",No,No,No,"0",OK,"85 Watkins St, Brooklyn, NY 11212, USA",ChIJM2GcF1xcwokRx5pAf32vXaY,ROOFTOP,"40.671229,-73.90759880000002"
,,,K664,251 Mac Dougal Street,NY,"11233",Brooklyn,23K664,"23",BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES) (23K664),Brooklyn,D23,"56",0-5,NA,0-5,NA,"1","1",No,No,No,"0",OK,"251 MacDougal St, Brooklyn, NY 11233, USA",ChIJkSo1J0JcwokR4b_kyuNcmSg,ROOFTOP,"40.680537,-73.910772"
,,,K668,76 Riverdale Avenue,NY,"11212",Brooklyn,23K668,"23",RIVERDALE AVENUE MIDDLE SCHOOL (23K668),Brooklyn,D23,"42","8","19",0-5,NA,"0","1",No,No,No,"0",OK,"76 Riverdale Ave, Brooklyn, NY 11212, USA",ChIJARg3uIxcwokRUtxbTBned7g,ROOFTOP,"40.6600103,-73.9134779"
,,,Q311,98-11 44Th Avenue,NY,"11368",Queens,24Q311,"24",CORONA ARTS & SCIENCES ACADEMY (24Q311),Queens,D24,"183","12","6.6",0-5,NA,"0","1",No,No,No,"0",OK,"9811 44th Ave, Corona, NY 11368, USA",ChIJ29yMK8hfwokR1DtQl0OA24o,ROOFTOP,"40.7459311,-73.8650938"
,,,Q379,12406 14Th Avenue,NY,"11356",Queens,25Q379,"25",COLLEGE POINT COLLABORATIVE (25Q379),Queens,D25,"151","40","26.5",0-5,NA,"0","1",No,No,No,"0",OK,"12406 14th Ave, Queens, NY 11356, USA",ChIJcXTRZ031wokRl4_yv46_Yfo,ROOFTOP,"40.785171,-73.8435326"
,,,Q297,121-10 Rockaway Boulevard,NY,"11420",Queens,27Q297,"27",HAWTREE CREEK MIDDLE SCHOOL (27Q297),Queens,D27,"126","26","20.6",0-5,NA,"0","1",No,No,No,"0",OK,"121-10 Rockaway Blvd, South Ozone Park, NY 11420, USA",ChIJrX6RDz9nwokRpXY_nWIkstI,ROOFTOP,"40.6750888,-73.816818"
,,,Q287,108-35 167 Street,NY,"11433",Queens,28Q287,"28",THE EMERSON SCHOOL (28Q287),Queens,D28,"116","25","21.6",0-5,NA,"0","1",No,No,No,"0",OK,"108-35 167th St, Jamaica, NY 11433, USA",ChIJHxYhfC9hwokRtmzBNHTQOQw,ROOFTOP,"40.697147,-73.7864872"
,,,Q332,133-25 Guy R Brewer Boulevard,NY,"11434",Queens,28Q332,"28",REDWOOD MIDDLE SCHOOL (28Q332),Queens,D28,"100","25","25",0-5,NA,"0","1",No,No,No,"0",OK,"133-25 Guy R Brewer Blvd, Jamaica, NY 11434, USA",ChIJw-ASacZmwokRkQjgFD9OMeE,ROOFTOP,"40.6749335,-73.7757841"
,,,Q358,88-08 164Th Street,NY,"11432",Queens,28Q358,"28",M.S. 358 (28Q358),Queens,D28,"125","42","33.6",0-5,NA,"0","1",No,No,No,"0",OK,"88-08 164th St, Jamaica, NY 11432, USA",ChIJqX7DKN5gwokRGDgLnyo78Ws,ROOFTOP,"40.7084373,-73.7984476"
,,,Q289,229-02 137 Avenue,NY,"11413",Queens,29Q289,"29",QUEENS UNITED MIDDLE SCHOOL (29Q289),Queens,D29,"54","13","24.1",0-5,NA,"0","1",No,No,No,"0",OK,"229-02 137th Ave, Jamaica, NY 11413, USA",ChIJe3tPRwNkwokR5HHCybQwLMo,GEOMETRIC_CENTER,"40.6721483,-73.7431888"
,,,Q291,1-50 51St Avenue,NY,"11101",Queens,30Q291,"30",HUNTERS POINT COMMUNITY MIDDLE SCHOOL (30Q291),Queens,D30,"146","100","68.5","6","6","0","0",No,No,No,"0",OK,"1-50 51st Ave, Queens, NY 11101, USA",ChIJiQCvCxhZwokRqd0BWbdZbNQ,ROOFTOP,"40.7435248,-73.9590923"
,,,Q300,28-37 29 Street,NY,"11102",Queens,30Q300,"30",THE 30TH AVENUE SCHOOL (G&T CITYWIDE) (30Q300),Queens,D30,"46","42","91.3","24","57.1","0","0",Yes,No,Yes,"0",OK,"28-37 29th St, Long Island City, NY 11102, USA",ChIJ2ToWyEdfwokRIxPLNXK17B4,ROOFTOP,"40.7682186,-73.9228164"
,,,R028,101 Warren Street,NY,"10304",Staten Island,31R028,"31",THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND (31R028),StatenIsland,D31,"69","8","11.6",0-5,NA,"0","1",No,No,No,"0",OK,"101 Warren St, Staten Island, NY 10304, USA",ChIJD3o4d1JOwokRFKuXJyMhlmQ,ROOFTOP,"40.6206375,-74.0809565"
,,,K562,125 Covert Street,NY,"11207",Brooklyn,32K562,"32",EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION (32K562),Brooklyn,D32,"120","20","16.7",0-5,NA,"0","1",No,No,No,"0",OK,"125 Covert St., Brooklyn, NY 11207, USA",ChIJ0X_WXD5cwokRxSt3rHlXWMg,ROOFTOP,"40.6889301,-73.91035459999999"
